id,birthday,deathday,actor_id,name,place_of_birth,profile_path,overview,score
212,1977-08-18,,234907,Dar Salim,"Baghdad, Iraq",/oTYCqdF6nfZTsvt1fbypi54ydI.jpg,,0
213,1996-07-25,,1377204,Erik Enge,,/lPxMJUC5XtrUsXWeunAY9g2o1Ai.jpg,,0
214,,,1601435,Ardalan Esmaili,,/s3W2cqvi2SwDDYuur78XhbCRtgD.jpg,,0
215,1962-12-22,,5469,Ralph Fiennes,"Ipswich, Suffolk, England, UK",/tJr9GcmGNHhLVVEH3i7QYbj6hBi.jpg,,0
216,1996-06-24,,1716493,Harris Dickinson,"London, England, UK",/WPILJphLo9iKqFK62V635P0nVZ.jpg,,0
217,1986-02-02,,59620,Gemma Arterton,"Gravesend, Kent, England, UK",/dbBjz1EC9SqoudIaJ75NOB56bbh.jpg,,0
218,1967-07-22,,7026,Rhys Ifans,"Haverfordwest, Pembrokeshire, Wales, UK",/g8EUs8r1ECh9plKtrxBparsxlZ1.jpg,,0
219,1964-04-24,,938,Djimon Hounsou,"Cotonou, Benin",/hco0KMbrxACYTmBfAkSzCf23CXV.jpg,,0
220,1976-08-02,,65731,Sam Worthington,"Godalming, Surrey, England, UK",/blKKsHlJIL9PmUQZB8f3YmMBW5Y.jpg,,0
221,1949-10-08,,10205,Sigourney Weaver,"Manhattan, New York City, New York, USA",/flfhep27iBxseZIlxOMHt6zJFX1.jpg,,0
222,1952-07-11,,32747,Stephen Lang,"New York City, New York, USA",/h7ZoTwpELoz1IlIgx0ujoA2p9Sp.jpg,,0
223,1978-07-12,,17647,Michelle Rodriguez,"Bexar County, Texas, USA",/xSvkVrLz6xas1mCeOR9i4QtmhnQ.jpg,,0
224,1992-03-13,,115150,Kaya Scodelario,"London, England, U.K.",/uVp7VarM5GX08hfCEGt63OM5c5c.jpg,,0
225,1988-04-21,,1223726,Robbie Amell,"Toronto, Ontario,  Canada",/5MPx1TEdgPs9UEXV65nd80JikSH.jpg,,0
226,1989-09-07,,1408809,Hannah John-Kamen,"Anlaby, East Yorkshire, England",/2dWMAk6l0KavjxZpR1P4ln7bxYg.jpg,,0
227,1985-01-28,,1017294,Tom Hopper,"Coalville, Leicestershire, England, UK",/qS8F31xn6ZoNBTOvcXZfWewgma2.jpg,,0
228,1992-02-09,,212934,Avan Jogia,"Vancouver, British Columbia, Canada",/mooMt3YTjCo5qTULjQB5FebEArW.jpg,,0
229,,,2675886,Emma Pasarow,,/5PtiJ6oS6AftUIXF6T3LmeGyq2h.jpg,,0
230,1998-03-01,,2286570,Belmont Cameli,U.S.,/yJwjcWwDdHkCeTLGgbKkSJdXXVc.jpg,,0
231,1983-01-02,,7517,Kate Bosworth,"Los Angeles, California, USA",/wpVf6UcYpUiGn80vDueW9ulgTpQ.jpg,,0
232,1958-04-21,,1533,Andie MacDowell,"Gaffney, South Carolina, USA",/swiQfeUHHCFQWc8wFil00OKuzdw.jpg,,0
233,,,3006084,Laura Kariuki,,,,0
234,,,1687573,Byron Bowers,,/9p7pTLQwumAqGNKgQOhJesaR5FD.jpg,,0
235,1973-07-22,,545087,Jaime Camil,"Mexico City, Distrito Federal, Mexico",/3hxkykBr2ou03hvWKen8FKPDRwm.jpg,,0
236,1982-08-19,,21711,Erika Christensen,"Seattle, Washington, USA",/2QQJgrGVe3Fr8x7y50dBpN2g9lS.jpg,,0
237,,,2141051,Derek DelGaudio,,/cwE1nCVD97KFoThAriOorbxAR44.jpg,,0
238,1976-10-04,,5588,Alicia Silverstone,"San Francisco, California, USA",/8LMWxekozcG5UPIzUsUgyQIH5bZ.jpg,,0
239,1965-08-04,,119807,James Tupper,Canada ,/juB7BiVfi1M8H8YbL3XdUGcnFhf.jpg,,0
240,1951-01-01,,77013,Deirdre O'Connell,,/6RYdyHbJxheX9aCwRg2bhPIIFrv.jpg,,0
241,,,1787407,Danny Chung,,/zDdG3uBSPQCBFGYMIhtbv3uKzUG.jpg,,0
242,1978-08-16,,155134,Jennifer Mudge,"Cincinnati, Ohio, USA",/gkRxvXH1AgmP8bcnPk7waQjgqxN.jpg,,0
243,,,563633,Adal Ramones,,/gmSWALm7xqLgNgnVJzwm0Iyj0lg.jpg,,0
244,1980-06-23,,1240883,Erick Elías," Guadalajara, Jalisco, Mexico",/npoMDCYD7SVUyrDzvkA4jrUQ3pA.jpg,,0
245,1977-11-15,,147336,Gaby Espino,"Caracas, Venezuela",/gwlcvQNGHOGjfDsbL7kOyv2Wfw7.jpg,,0
246,,,979449,Sonia Couoh,,/uRyonKCUrTWBBxLmbK5MiO1eBO4.jpg,,0
247,1978-12-02,,1398803,Ximena Rubio,"Ciudad de México, México",/zXwAhAPcA7NJIF8eBjDDEyDzLYJ.jpg,,0
248,1958-04-03,,7447,Alec Baldwin,"Amityville, New York, USA",/hzKy7x574eeUS3wt1R3yvWBRpeR.jpg,,0
249,1961-03-29,,12110,Amy Sedaris,"Endicott, New York, USA",/uOqDhpe44mYMFvj8TRFPQh3tk1P.jpg,,0
250,1952-10-22,,4785,Jeff Goldblum,"Pittsburgh, Pennsylvania, USA",/ceSmXnD0FUSTaq2WIrnZu9caL0t.jpg,,0
251,1975-03-15,,52605,Eva Longoria,"Corpus Christi, Texas, USA",/ywz9n9lVkxUklJKUHDQxENAVOek.jpg,,0
252,,,2727292,George Ackles,,,,0
253,,,1984038,Sean Burgos,,,,0
254,1972-11-10,,82816,Trevor Devall,"Edmonton, Alberta",/iCFqgVzkhLkMOw9DKmUmfQ3OyCZ.jpg,,0
255,1969-08-06,,1216346,Chris Edgerly,"Silver Spring, Maryland, USA",/7nyj60dKw5SMppaZzxUCE8qGtYS.jpg,,0
256,1980-01-02,,1267558,Georgie Kidder," Los Angeles, California, USA",/dUq776Ae3y48zC67vJvKjiX0qMT.jpg,,0
257,1993-08-28,,1325034,Sora Amamiya,"Tokyo, Japan",/25o1W6AtzQqHJTu56wICengUOuj.jpg,,0
258,1993-01-19,,151182,Misaki Kuno,"Tokyo, Tokyo Prefecture, Japan",/8n7Q5AnXuSATbRJqu0RiAqmhSk4.jpg,,0
259,1992-03-27,,936275,Aoi Yuki,"Chiba Prefecture, Japan",/4kHNZSUIux52UU2BD3H6b5c5ymZ.jpg,,0
260,1983-11-11,,1154452,Tatsuhisa Suzuki,"Ichikawa, Chiba Prefecture, Japan",/foytL2OreKzQcTNftz2qMgClKKg.jpg,,0
261,1982-09-25,,1481440,Daniel Stisen,"Mandal, Norway",/jhyIFfBnM5nLhHdpFiGIW6qk9x5.jpg,,0
262,1988-02-26,,1273684,Olga Kent,"Tighina, Moldova",/v64JQPCPIhz58sEyJdScK0Hqln2.jpg,,0
263,,,3195120,Daniel Nehme,,/yoNTSC2vdMBiiE498n17QHf8zax.jpg,,0
264,1985-05-16,,11290,Stanislav Yanevski,"Sofia, Bulgaria",/8vbMJ7qu9DLJcAyvA7G13hYNOFT.jpg,,0
265,1984-05-04,,1767342,Madeleine Vall,"Falkenberg, Hallands län, Sweden",/jACXQG2xHuFeIoxgGGhUbbrZNl1.jpg,,0
266,1983-07-23,,2183760,Yiddá Eslava,"Lima, Peru",/6MZULkmLleKxHqAXqFiuyI2aaYl.jpg,,0
267,1983-12-29,,2628884,Julián Zucchi,"Necochea, Provincia de Buenos Aires, Argentina",/dUlmzcjrxPUITdwx4fgPJSokDUP.jpg,,0
268,,,1543621,Andrés Salas,,/1RNxsQUwzk5PzXmO5bOqNqBfd5.jpg,,0
269,,,2628886,Mayra Olivera,,/b9Ei6MrD3wURcJ3NoHCqKOkSMft.jpg,,0
270,1977-04-20,,929711,Pietro Sibille,Lima - Peru,/iefh6IyF3ch8dPagqeQBJXEld7Y.jpg,,0
271,1981-01-24,,1308445,Carrie Coon,"Copley, Ohio, USA",/kbuScim9S6q2UKP1jCpp5UZB0P5.jpg,,0
272,2002-12-23,,1442069,Finn Wolfhard,"Vancouver, British Columbia, Canada",/5OVmquAk0W5BIsRlVKslEP497JD.jpg,,0
273,2006-06-25,,1172108,Mckenna Grace,"Grapevine, Texas, USA",/jQLBM6ErQnvU8QqNvW8KKF9y8N0.jpg,,0
274,1969-04-06,,22226,Paul Rudd,"Passaic, New Jersey, USA",/8eTtJ7XVXY0BnEeUaSiTAraTIXd.jpg,,0
275,,,2357412,Logan Kim,,/clX7gddhCCUTmEVcOHfqvmJU7Zv.jpg,,0
276,1973-10-03,,9206,Neve Campbell,"Guelph, Ontario, Canada",/9fDbXBbrM6L10YrzDJUJowDt8U.jpg,,0
277,1964-06-15,,14405,Courteney Cox,"Birmingham, Alabama, USA",/3bTVQH9vBXAiwGVHXKLylStz4RT.jpg,,0
278,1971-09-08,,15234,David Arquette,"Winchester, Virginia, USA",/1C5sLNLNVZ3P8sMy7HUQ32IKdqX.jpg,,0
279,1990-07-04,,1373659,Melissa Barrera,"Monterrey, Nuevo Leon, Mexico",/bVJ9GbwMLUh2n4M4jWev4JvZv7n.jpg,,0
280,2002-09-27,,974169,Jenna Ortega,"Coachella Valley, Palm Desert, California, USA",/9b0xfBtdnF8xyiIWVpKvgFV6QGC.jpg,,0
281,2001-10-14,,1257205,Rowan Blanchard,"Los Angeles, California, USA",/51qWnocFUKfUPeLMi81XtATFct2.jpg,,0
282,2000-11-22,,1564846,Auli'i Cravalho,"Kohala, Hawaii, USA",/eEda2XBauR9YCAV1yJUsDyEdsiz.jpg,,0
283,2002-12-20,,2551677,Isabella Ferreira,"Boston, Massachusetts, USA",/cOXnemvPmKpgsCyJWUJOPZb7GP.jpg,,0
284,1997-10-25,,1428081,Tyler Alvarez,"New York City, New York, USA",/o66EC1y4rdlhui6zzzq7F3kMayj.jpg,,0
285,1996-12-08,,42915,Teala Dunn,"New Jersey, U.S.",/zqXISxOgUKaQ7XfiPKpqigoiZs9.jpg,,0
286,1993-05-28,,2035239,Sarah Yarkin,,/dbIjlRBm3DpW6RCevB5vDyVqCJu.jpg,,0
287,2003-04-03,,122851,Elsie Fisher,"Riverside, California, Stati Uniti",/lSmrN828nMMXHvwr7IgO1qlYPSa.jpg,,0
288,,,172254,Mark Burnham,,/7MXSK9i4rU96zHeUZTVPqEsciv.jpg,,0
289,1996-08-10,,512316,Jacob Latimore,Milwaukee - Wisconsin - USA,/8bdhpFXGJpXYsOB6Jn8o85VJItz.jpg,,0
290,1987-12-11,,1288730,Moe Dunford,Dungarven-Waterford-Ireland,/7H42LjYTJG1f4GHy0bzuXhp0C2M.jpg,,0
291,1960-09-10,,5472,Colin Firth,"Grayshott, Hampshire, England, UK",/z6wxnkqSTnzO1tcBui0ss7ehdm9.jpg,,0
292,1974-10-17,,15576,Matthew Macfadyen,"Great Yarmouth, Norfolk, England, UK",/2FF3Yjxd7DYR4EIJL6s2GpKDMkJ.jpg,,0
293,1976-02-23,,9015,Kelly Macdonald,"Glasgow, Scotland, UK",/2Oq1dWq1ifNd88jaEoLpMawgBja.jpg,,0
294,1946-06-03,,1249,Penelope Wilton,"Scarborough, North Yorkshire, England, UK",/7sXOk96XiaeqI5ARr8tnBQHQGCf.jpg,,0
295,1999-07-30,,125025,Joey King,"Los Angeles, California, USA",/aWlVYnIjDJQ7cDgxnAiwnXX41AK.jpg,,0
296,1994-10-10,,1562074,Kyle Allen,"California, - USA",/utHUARepKhbw4JyDVZLhcJyKYxj.jpg,,0
297,1965-06-18,,21165,Kim Dickens,"Huntsville, Alabama, USA",/bYIQGHeSIt4G2tLrLt61FJ2CD7h.jpg,,0
298,1968-05-23,,40543,John Ortiz,"Brooklyn, New York City, New York, USA",/tMDPYhpc9nqIJAK3vtMroEH9qho.jpg,,0
299,1998-12-02,,1972881,Celeste O'Connor,"Nairobi, Kenya",/6vHIQYhuqry02eVaKOlxb5XwJu0.jpg,,0
300,1963-06-09,,85,Johnny Depp,"Owensboro, Kentucky, USA ",/ilPBHd3r3ahlipNQtjr4E3G04jJ.jpg,,0
301,1974-04-28,,955,Penélope Cruz,"Madrid, Spain",/tU2ATiHHBAKn4SHqKOagYqdpHiy.jpg,,0
302,1951-07-06,,118,Geoffrey Rush,"Toowoomba, Queensland, Australia",/t69hkD07olTK8o2CwuNnC1wg5Es.jpg,,0
303,1942-09-29,,6972,Ian McShane,"Blackburn, Lancashire, England, UK",/q9qKbux5Jo76Sj8g3luxBt6rYtz.jpg,,0
304,1956-04-27,,2449,Kevin McNally,"Bristol, England, UK",/1QvG7MbfeWxb4LlZrlR4OtwvB8v.jpg,,0
305,1976-11-01,,130253,Logan Marshall-Green,"Charleston, South Carolina, USA",/oogXh2Osxw43bfjMVCcCH8SGsUB.jpg,,0
306,1998-03-18,,1371456,Abigail Cowen,"Florida, USA",/ovv8pAF4eEKikyjXWxB56B98kJe.jpg,,0
307,1989-01-09,,19961,Nina Dobrev,"Sofia, Bulgaria",/67A1s3I8k831MJ7VRLX59hBNdNt.jpg,,0
308,1964-11-05,,10696,Famke Janssen,"Amstelveen, Noord-Holland, Netherlands",/uvZGwNsLqe9NyA57Qlt46IkO8Bd.jpg,,0
309,,,2336109,Tom Lewis,,/dObnebCSLeQo9cv8GqXqwEjVR1f.jpg,,0
310,2007-07-14,,1696017,Darby Camp,,/bhke7AjdmRdhW7Gw7X6fCBeYwNs.jpg,,0
311,1988-07-07,,212285,Jack Whitehall,"London, England, UK",/8i1zmFDJkOtV3FIOLDj4fxUxI0c.jpg,,0
312,2007-10-22,,2362044,Izaac Wang,"	Minnesota, USA",/bzvi6adMl3zmzC7gWhS4cmO61S4.jpg,,0
313,1939-10-27,,8930,John Cleese,"Weston-Super-Mare, Somerset, England, UK",/kg63gNYQtGPi2fSNIvCnVAclCbi.jpg,,0
314,1970-09-30,,25147,Tony Hale,"West Point, New York, USA",/ar4uapp4w5wMkThZcqWUNMSTO8z.jpg,,0
315,1964-09-02,,6384,Keanu Reeves,"Beirut, Lebanon",/4D0PpNI0kmP58hgrwGC3wCjxhnm.jpg,,0
316,1967-08-21,,530,Carrie-Anne Moss,"Burnaby, British Columbia, Canada",/xD4jTA3KmVp5Rq3aHcymL9DUGjD.jpg,,0
317,1992-08-30,,1202689,Jessica Henwick,"Surrey, England",/hRrEqDIWlov1FvYRmBN2vLaAxyl.jpg,,0
318,1985-03-26,,221611,Jonathan Groff,"Lancaster, Pennsylvania, USA",/3kmnYKAzSc3Lp7iK5pcj97Hx9Cm.jpg,,0
319,1987-10-18,,29222,Zac Efron,"San Luis Obispo, California, USA",/6oXNHv7gAyXXYFpF943pKRsTtqQ.jpg,,0
320,1977-09-21,,75711,Anthony Hayes,Brisbane - Queensland - Australia,/fh4fTkRr6aNHeZpyjyXglNb3UVw.jpg,,0
321,1971-01-01,,51671,Susie Porter,"Newcastle, Australia",/ynlvVxiKsmzJ5L7Rj6Kcntnczzh.jpg,,0
322,,,79698,Andreas Sobik,,,,0
323,,,3398903,Akuol Ngot,,,,0
324,1971-03-11,,9656,Johnny Knoxville,"Knoxville, Tennessee, USA",/7XDKsHsLC4uNYaGsuWG1tQXWRnu.jpg,,0
325,1974-06-13,,56585,Steve-O,"Wimbledon, London, England, UK",/At4V4KPVOoBvWMtlZy6m4Wyvo3K.jpg,,0
326,1974-07-16,,56586,Chris Pontius,"Pasadena, California, USA",/pHap4eXIAAiRN9YoAUyQEyLHWDQ.jpg,,0
327,1969-12-30,,86627,Dave England,"Ventura, California, USA",/32OIQ5UTMGVCjsWoa6FNfnDeLtE.jpg,,0
328,1973-05-16,,78840,Jason Acuña,"Pisa, Italy",/ulmS5gKhIBAXx9vQRPzgUKBairq.jpg,,0
329,1980-03-02,,221581,Rebel Wilson,"Sydney, New South Wales, Australia",/6iAFqhVcOSLjeZq83mONpx99NAQ.jpg,,0
330,1977-01-29,,1222596,Justin Hartley,"Knoxville, Illinois, USA",/oo7vqWz30pA1tY6quUOnS6O0AgB.jpg,,0
331,2001-01-01,,1265629,Angourie Rice,"Perth, Western Australia, Australia",/d5acxDB06gtV5OUW20EtAShZnQp.jpg,,0
332,1984-01-12,,1429453,Sam Richardson,,/9GonbfsghKD33PZlvAttAhCS8S8.jpg,,0
333,1985-09-19,,1432528,Zoe Chao,"Rhode Island, USA",/4QZrFVx3VUmiII8iI5rGLiElc9m.jpg,,0
334,1972-05-02,,18918,Dwayne Johnson,"Hayward, California, USA",/kuqFzlYMc2IrsOyPznMd1FroeGq.jpg,,0
335,1985-04-30,,90633,Gal Gadot,"Rosh Ha'ayin, Israel",/plLfB60M5cJrnog8KvAKhI4UJuk.jpg,,0
336,1989-09-17,,1742596,Ritu Arya,"Guildford, UK",/bBRGCBAW0wNS7fQeGQroOeA60yw.jpg,,0
337,1975-05-09,,1217648,Chris Diamantopoulos,"Toronto, Ontario,  Canada",/rCp2ZVOFnQt2vvVn4QmOOPz5WVh.jpg,,0
338,1977-01-13,,114,Orlando Bloom,"Canterbury, Kent, England, UK",/w3HyVAbiVgM3Q1SIkl3GFr17D5w.jpg,,0
339,1985-03-26,,116,Keira Knightley,"Teddington, London, England, UK",/bRC1B2VwV0wK3ElciFAK6QZf2wD.jpg,,0
340,1951-06-13,,1640,Stellan Skarsgård,"Gothenburg, Västra Götalands län, Sweden",/x78BtYHElirO7Iw8bL4m8CnzRDc.jpg,,0
341,1949-12-12,,2440,Bill Nighy,"Caterham, Surrey, England, United Kingdom",/acbigDOU1L1vMWAL3Wf0r8h8qLA.jpg,,0
342,1978-10-31,,1077537,Franck Gastambide,"Melun, Seine-et-Marne, France",/jEf57uD2UG36m0aFkWXm3EMQq8l.jpg,,0
343,1962-03-05,,10917,Simon Abkarian,"Gonesse, Val d'Oise, France",/rpw1AujIl0vJD6cyMDo2ykJ8rZA.jpg,,0
344,,,224150,Michaël Abiteboul,France,/xQLvEUfXjUK4u9wYlHzAn8pIuTE.jpg,,0
345,1996-01-01,,2822971,Tracy Gotoas,"Paris, France",/tymwkD8iPmMxdtBWkEwjEoYi2lt.jpg,,0
346,1987-08-11,,3104573,Jemina West,"Paris, France",/4aQsxyDOqH9pQUL7dijI4QiNZ2d.jpg,,0
347,1980-06-20,,110742,Tika Sumpter,"Queens, New York, USA",/92gI9NcF6p7wTdeFN71YFRe1wyE.jpg,,0
348,1980-10-18,,1546282,Natasha Rothwell,"Wichita, Kansas, U.S.",/x5KdL3QoS4YuozVpfuPsu3MLwwf.jpg,,0
349,1967-11-10,,64856,Michael Jai White,"Brooklyn, New York City, New York, USA",/YPoHYuzR37wFpPpwEXZYQlhLln.jpg,,0
350,1952-09-16,,2295,Mickey Rourke,"Schenectady, New York, USA",/i6vXukUwRsJa7S9yhZgoKt9xLDv.jpg,,0
351,1952-11-29,,20495,Jeff Fahey,"Olean, New York, USA",/zRu1ZmM7ekKwKbmXn3U0VjD8Wyd.jpg,,0
352,,,1282666,Aris Mejias,Puerto Rico,/eSEDJS3ZJ28CwswnKQOutDcZAgu.jpg,,0
353,,,1138751,Gianni Capaldi,,/u4aBjxRSBNbn8OV8Sg23GnkBJbb.jpg,,0
354,1987-02-04,,1610940,Lewis Tan,"Manchester, England",/ik347wakcZRfULiLbjGJpRcqSQz.jpg,,0
355,1986-02-21,,136347,Jessica McNamee," Sydney, Australia",/aAfaMEEqD8syHv5bLi5B3sccrM2.jpg,,0
356,1981-07-22,,189230,Josh Lawson,"Brisbane, Queensland, Australia",/Am9vM77uZd9bGODugwmWtOfzx6E.jpg,,0
357,1981-06-23,,592496,Joe Taslim,"Palembang, South Sumatra, Indonesia",/lv85qMVXtofw7VsM7tKR36V0jAy.jpg,,0
358,1980-10-25,,51684,Mehcad Brooks,"Austin, Texas, USA",/etlE8YdFgYk6Nbe3uRQcc5uF0t2.jpg,,0
359,1965-04-04,,3223,Robert Downey Jr.,"Manhattan, New York, USA",/5qHNjhtjMD4YWH3UP0rm4tKwxCL.jpg,,0
360,1983-08-11,,74568,Chris Hemsworth,"Melbourne, Victoria, Australia",/jpurJ9jAcLCYjgHHfYF32m3zJYm.jpg,,0
361,1981-06-13,,16828,Chris Evans,"Sudbury, Massachusetts, USA",/3bOGNsHlrswhyW79uvIHH1V43JI.jpg,,0
362,1957-10-29,,198,Dan Castellaneta,"Chicago, Illinois, USA ",/AmeqWhP4A46AWkM4kVphg6jOTQX.jpg,,0
363,1957-10-25,,200,Nancy Cartwright," Dayton, Ohio, USA",/4G3OeXNzwT4a6nVswYxbQV8hcE4.jpg,,0
364,1964-07-03,,5586,Yeardley Smith,"Paris, France",/9AjPwbb3uz4GfgOPBYsy2ILvwkB.jpg,,0
365,1964-04-25,,5587,Hank Azaria,"Queens, New York, USA",/yFDw4b0jucuFWNnGcBPfpYUtn16.jpg,,0
366,1951-06-20,,34983,Tress MacNeille,"Chicago, Illinois, USA",/gI2LsgByvSffQY34vabVnPmrHzw.jpg,,0
367,1993-11-30,,1137824,Mia Goth,"Southwark, London, England",/wLfyapNgOaLdhYSHGDmTk17kIfN.jpg,,0
368,1978-04-03,,1247,Matthew Goode,"Exeter, Devon, England, UK",/3XaKKl0bKswTWbJ0Lh9nZ4UdAQo.jpg,,0
369,1974-01-01,,36663,Claudie Blakley,Great Britain,/bUy1X1ili9Goj3AQNrBD1kd7A8q.jpg,,0
370,,,3471137,Eleanor De Swaef-Roels,,,,0
371,1957-05-13,,47712,Mark Heap,,/pP0XWwB3NXp2akr3leXfDXAfSVp.jpg,,0
372,1993-03-11,,1388593,Jodie Comer,"Liverpool, England, UK",/va8pcuzXodVLYUQLjB1USZVB6gz.jpg,,0
373,1992-04-24,,1467219,Joe Keery,"Newburyport, Massachusetts, USA",/kXoE2UWf01V89yVDD08MCXrEiRe.jpg,,0
374,1979-12-17,,1488961,Lil Rel Howery,"	Chicago, Illinois",/9MDi35Fy6ym7SYbO3B04vf1vBnm.jpg,,0
375,1963-09-21,,102222,Carmen Machi,"  Madrid, Spain",/wall07B0Im8UfOmVYCdZvmdn5E8.jpg,,0
376,1981-03-27,,34018,Quim Gutiérrez,"Barcelona, Catalonia, Spain",/17Mo65PvdiG8dN2nIyH5rK0qMHz.jpg,,0
377,1989-04-07,,1441997,Justina Bustos,"Cordoba, Argentina",/aNlUD5q8OYJYqHadjK3verimdMy.jpg,,0
378,1968-09-04,,4367,Yolanda Ramos,"Barcelona, Catalonia, Spain",/rT321k8YpzVx9F92JezZGovHU1M.jpg,,0
379,,,24879,Dominique Guillo,,/iJ9rCaXTODkgEHVW6uZjd95fg6g.jpg,,0
380,1973-03-01,,1709,Jack Davenport,"Suffolk, England, UK",/shGH0YWJBfiJznidS0f2ZfN056c.jpg,,0
381,2008-07-15,,1684536,Iain Armitage,"Georgia, USA",/wwBzIjjBLJAOnCXMEuH03JSmXmD.jpg,,0
382,,,2412016,Lilly Bartlam,,/jR4aKX8jJRPTTIOS3Tejewrs7QG.jpg,,0
383,,,3044930,Will Brisbin,,/9COiVSenFwj5SZ5CRlwfKFj1Il0.jpg,,0
384,,,1227611,Ron Pardo,"Chatham, Ontario, Canada",/hE4QOBmPqstfmBVXmlcJmsljUMw.jpg,,0
385,2004-08-14,,1407498,Marsai Martin,"Plano, Texas, U.S.",/iCVAwtGwEztL8fk01SgEgXhh4oL.jpg,,0
386,1983-02-12,,113732,Iko Uwais,"Jakarta, Indonesia",/iPxKyWkHJCSgKrPqTLtQ56SW3cP.jpg,,0
387,,,162367,Jason Tobin,Hong Kong,/bXYxZkchxjozc8gPiImMOouG2ZA.jpg,,0
388,1991-01-11,,1697476,Katrina Grey,"Ilava, Slovakia",/f8Fgb2P2VpBuwUuSr9r8RMHDSu.jpg,,0
389,1983-05-19,,1206367,Rhatha Phongam,"Bangkok, Thailand",/87CPVBOXtcEF07WJDEryoRAjcRS.jpg,,0
390,1988-11-06,,54693,Emma Stone,"Scottsdale, Arizona, USA",/cZ8a3QvAnj2cgcgVL6g4XaqPzpL.jpg,,0
391,1959-04-15,,7056,Emma Thompson,"Paddington, London, England",/xr8Ki3CIqweWWqS5q0kUYdiK6oQ.jpg,,0
392,1983-05-20,,54811,Joel Fry,"London, England",/a0Ws6KrTmRKHc1HeZq51uU09Ic6.jpg,,0
393,1986-10-15,,1294982,Paul Walter Hauser,"Grand Rapids, Michigan, USA",/x2RVFwCGTdkwAGeVG5GQJmjxGh5.jpg,,0
394,1963-08-05,,2983,Mark Strong,"London, England, UK",/3cNmatYsoifytg7TfQhI1EHow3v.jpg,,0
395,2006-10-05,,1277188,Jacob Tremblay,"Vancouver, British Columbia, Canada",/zcMSdcllsrv0t3gh9522KkFFg9m.jpg,,0
396,2003-09-03,,1774679,Jack Dylan Grazer,"Los Angeles, California, USA",/cZdGLa78UP7VzMgNbDRnoaSkZm1.jpg,,0
397,2008-08-01,,2990400,Emma Berman,"San Francisco, California, USA",/3uDd3ghJgAfxvfwTipdLKebVlg0.jpg,,0
398,1984-01-20,,1874693,Saverio Raimondo,"Roma, Italy",/n6nuhowgPvcYbFaDivex4owjOfD.jpg,,0
399,1972-07-27,,52792,Maya Rudolph,"Gainesville, Florida, USA",/uOQj8KnM2EfEdmZ4VYdLK3lHhgK.jpg,,0
400,1987-08-01,,550167,Taapsee Pannu,"Delhi, India",/u9Gwg3J0bdczTPunP8qoWK2Vhu4.jpg,,0
401,1987-04-21,,1714229,Tahir Raj Bhasin,"New Delhi, Delhi, India",/A4ylMYWj8IqnmX74Two8c4Lp8jY.jpg,,0
402,1988-11-30,,2092738,Shreya Dhanwanthary,"Hyderabad, Andhra Pradesh, India",/dSWHYuEWjPzczAzdLFgYHt3Y5Dd.jpg,,0
403,,,101823,Dibyendu Bhattacharya,,/uLlGKCL9y5CFBwcAafTDQhupz5h.jpg,,0
404,,,1252843,Rajendra Chawla,,/rwldmP0tneEflAVgOaQsYmvTZju.jpg,,0
405,1962-07-03,,500,Tom Cruise,"Syracuse, New York, USA",/8qBylBsQf4llkGrWR3qAsOtOU8O.jpg,,0
406,1987-02-20,,996701,Miles Teller,"Downingtown, Pennsylvania, USA",/9OFdso2Rwgb1OtMQfC6kpfCZfSP.jpg,,0
407,1970-12-12,,6161,Jennifer Connelly,"Cairo, New York, USA",/egh1eOHuYgeoqdlLQgaXMl6cPOm.jpg,,0
408,1971-03-10,,65717,Jon Hamm,"St. Louis, Missouri, USA",/a6hRdWpneWtXYbb1wxtA72hpKqL.jpg,,0
409,1988-10-21,,83271,Glen Powell,"Austin, Texas, USA",/pwmkkgA2VQnE8p6VswSF2uIPxcs.jpg,,0
410,1988-12-06,,1210634,Nobunaga Shimazaki,"Shiogama, Miyagi Prefecture, Japan",/iJFlSanoNgJMP31qBGCT9HzxFbi.jpg,,0
411,1994-02-27,,1492982,Rie Takahashi,"Saitama Prefecture, Japan",/zJRLMHKtZvgyJ2GtTfiJTeKdudc.jpg,,0
412,1976-03-30,,151183,Ayako Kawasumi,"Tokyo, Japan",/brhzQo2ecJFAmyHpx7ZF7GQLDdp.jpg,,0
413,1974-09-12,,9726,Kenichi Suzumura,"Niigata Prefecture, Japan",/vFqjmIjxfgBkh3ZmUin7QETV0sy.jpg,,0
414,1980-03-31,,9711,Maaya Sakamoto," Tokyo, Japan",/3yOCV1PsQHpDMhnznJ2VMmmJ3Hh.jpg,,0
415,2002-04-15,,3247402,Clara Galle,"Pamplona, Spain",/ipZQNX8KECqeCHoD4dmbb883lzP.jpg,,0
416,2000-07-15,,2367724,Julio Peña,"San Sebastián, Guipúzcoa, País Vasco, Spain",/6XzcRQ1pZAdDsqqvWr330QoOJtG.jpg,,0
417,1970-10-12,,138701,Pilar Castro,"Madrid, Madrid, Spain",/pFuFw09GsWRZ39cZwRWcGEZ7Zmk.jpg,,0
418,2004-12-27,,119969,Hugo Arbues,"Madrid, Spain",/7AcFfeIjcK6aVLQYfvIfqOZa0J7.jpg,,0
419,,,2587055,Eric Masip,,/2JmF1hJ40a3k3oyeiAoITiX1CKI.jpg,,0
